"urn:cts:greekLit:tlg0012.tlg001:1.1","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_265","reference","thematic parallelism of mēnis of Achilles towards Agamemnon and Aeneas towards Priam (I.13.459-461)"
"urn:cts:greekLit:tlg0012.tlg001:7.161","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_328","reference","comment on Nestor’s story of his fighting with Ereuthalion as taking place in the context of his making neikos because no one has taken up Hektor’s challenge"
"urn:cts:greekLit:tlg0012.tlg001:7.162-7.168","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_30","references","analysis of who is the best of the Achaeans in the context of Hektor’s challenge to the duel and Nestor’s reproach to the Achaeans and the narrowing down of the focus on the pan-Achaean champions to Ajax, Diomedes, and Agamemnon"
"urn:cts:greekLit:tlg0012.tlg001:7.177-7.180","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_30","references","analysis of who is the best of the Achaeans in the context of Hektor’s challenge to the duel and Nestor’s reproach to the Achaeans and the narrowing down of the focus on the pan-Achaean champions to Ajax, Diomedes, and Agamemnon"
"urn:cts:greekLit:tlg0012.tlg001:7.197-7.198","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_31","reference","analysis of who is the best of the Achaeans in the context of Hektor’s challenge to the duel and Ajax’s fighting him"
"urn:cts:greekLit:tlg0012.tlg001:7.228","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_137","reference","analysis of Achilles’ similarity/comparison to a lion in terms of his thumos (thumoleōn)"
"urn:cts:greekLit:tlg0012.tlg001:7.288-7.289","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_31","reference","analysis of who is the best of the Achaeans in the context of Hektor’s challenge to the duel and Ajax’s fighting him"
"urn:cts:greekLit:tlg0012.tlg001:7.298","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_149","reference","comment on eukhesthai being used of Hektor, in the context of analysis of how Hektor mirrors Athena (his ritual antagonist), here, with regard to being Dios pais"
"urn:cts:greekLit:tlg0012.tlg001:7.319-7.322","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_128","reference","analysis of the notion of division latent in dais and meaning of eisē “equal” share"
"urn:cts:greekLit:tlg0012.tlg001:7.319-7.322","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_133","quoted and translated","analysis of the theme of awarding the choice cut of meat to the foremost warrior in the context of a dais and comparison with Achilles’ loss of his fair share in I.01"
"urn:cts:greekLit:tlg0012.tlg001:7.324","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_48","reference","analysis of mētis and biē and their application to Odysseus and Achilles (in the context of the embassy to Achilles in I.09)"
"urn:cts:greekLit:tlg0012.tlg001:7.421-7.423","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_196","references","comment on the role of Okeanos as a boundary delimiting light from darkness, life from death, wakefulness from sleep, in the context of analyzing themes of death, regeneration and immortality"
"urn:cts:greekLit:tlg0012.tlg001:8.66-8.77","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_334-s_336","references","analysis of the coextensiveness of Zeus’ Will and Achilles’ prayer in his mēnis and their marking by the selas of Zeus/of Hektor at the ships"
"urn:cts:greekLit:tlg0012.tlg001:8.66-8.77","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_338","references","analysis of the coextensiveness of Zeus’ Will and Achilles’ prayer in his mēnis and their marking by the selas of Zeus/of Hektor at the ships"
"urn:cts:greekLit:tlg0012.tlg001:8.104","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_292","reference","analysis of therapōn, this verse as an example of the prevailing application of the word as ‘warrior’s companion’"
"urn:cts:greekLit:tlg0012.tlg001:8.130-8.171","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_334-s_335","references","analysis of the coextensiveness of Zeus’ Will and Achilles’ prayer in his mēnis and their marking by the selas of Zeus/of Hektor at the ships"
"urn:cts:greekLit:tlg0012.tlg001:8.175-8.176","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_64","references","analysis of Achilles as pēma to Achaeans when he withdraws from fighting and when he dies and to Trojans when he fights, and this matching the Will of Zeus"
"urn:cts:greekLit:tlg0012.tlg001:8.175-8.176","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_77","reference","comment on Hektor as pēma, in the context of discussing Achilles as pēma to Trojans"
"urn:cts:greekLit:tlg0012.tlg001:8.175-8.176","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_334","reference","analysis of the coextensiveness of Zeus’ Will and Achilles’ prayer in his mēnis and kudos for Trojans and pēma for Achaeans"
"urn:cts:greekLit:tlg0012.tlg001:8.180-8.183","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_17","reference","comment on Hektor’s calling for a mnēmosunē of his setting fire to the Achaean ships"
"urn:cts:greekLit:tlg0012.tlg001:8.180-8.183","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_335","quoted and translated","analysis of the coextensiveness of Zeus’ Will and Achilles’ prayer in his mēnis and their marking by the selas of Zeus/of Hektor at the ships"
"urn:cts:greekLit:tlg0012.tlg001:8.215","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_294","reference","analysis of designating heroes as equal to Ares, here specifically Hektor (and Patroklos) when wearing Achilles’ armor (and being a therapōn of Ares)"
"urn:cts:greekLit:tlg0012.tlg001:8.215","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_327","reference","analysis of interconnections of swiftness, Ares, and heroic/warrior functions"
"urn:cts:greekLit:tlg0012.tlg001:8.228-8.235","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_44-s_45","quoted and translated (p. 44) and referenced (p.45)","analysis of Agamemnon’s reproach to Achaeans referring to their boasts at Lemnos, in the context of analyzing the quarrel between Achilles and Odysseus in O.08"
"urn:cts:greekLit:tlg0012.tlg001:8.339","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_226","reference","analysis of the language of praise poetry as presenting the language of unjustified blame as parallel to the eating of heroes’ corpses by dogs"
"urn:cts:greekLit:tlg0012.tlg001:8.379-8.380","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_226","reference","analysis of the language of praise poetry as presenting the language of unjustified blame as parallel to the eating of heroes’ corpses by dogs"
"urn:cts:greekLit:tlg0012.tlg001:8.485-8.486","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_196","references","comment on the role of Okeanos as a boundary delimiting light from darkness, life from death, wakefulness from sleep, in the context of analyzing themes of death, regeneration and immortality, and here specifically the Sun’s rising from it and stirring fertile lands and a solar model of death and regeneration"
"urn:cts:greekLit:tlg0012.tlg001:8.538-8.541","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_148","quoted and translated","analysis of how Hektor mirrors Athena (his ritual antagonist), here, with regard to his aspirations to timē like Athena and Apollo (and with regard to being Dios pais)"
"urn:cts:greekLit:tlg0012.tlg001:9.1-9.3","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_351-s_352","references","analysis of the application of hetairē to Phuza and comparison with krataiē"
"urn:cts:greekLit:tlg0012.tlg001:9.3","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_94","references","analysis of akhos and penthos"
"urn:cts:greekLit:tlg0012.tlg001:9.4-9.7","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_94","references","analysis of akhos and penthos"
"urn:cts:greekLit:tlg0012.tlg001:9.9","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_94","references","analysis of akhos and penthos"
"urn:cts:greekLit:tlg0012.tlg001:9.3","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_333","references","analysis of the representation of the Trojans’ kratos/Hektor’s onslaught in terms of violent storm winds, and connections with penthos and akhos"
"urn:cts:greekLit:tlg0012.tlg001:9.3","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_337","references","analysis of the representation of the Trojans’ kratos/Hektor’s onslaught in terms of violent storm winds, and connections with penthos and akhos"
"urn:cts:greekLit:tlg0012.tlg001:9.3","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_339","references","analysis of the representation of the Trojans’ kratos/Hektor’s onslaught in terms of violent storm winds, and connections with penthos and akhos"
"urn:cts:greekLit:tlg0012.tlg001:9.4-9.7","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_333","references","analysis of the representation of the Trojans’ kratos/Hektor’s onslaught in terms of violent storm winds, and connections with penthos and akhos"
"urn:cts:greekLit:tlg0012.tlg001:9.4-9.7","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_337","references","analysis of the representation of the Trojans’ kratos/Hektor’s onslaught in terms of violent storm winds, and connections with penthos and akhos"
"urn:cts:greekLit:tlg0012.tlg001:9.4-9.7","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_339","references","analysis of the representation of the Trojans’ kratos/Hektor’s onslaught in terms of violent storm winds, and connections with penthos and akhos"
"urn:cts:greekLit:tlg0012.tlg001:9.9","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_333","references","analysis of the representation of the Trojans’ kratos/Hektor’s onslaught in terms of violent storm winds, and connections with penthos and akhos"
"urn:cts:greekLit:tlg0012.tlg001:9.9","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_337","references","analysis of the representation of the Trojans’ kratos/Hektor’s onslaught in terms of violent storm winds, and connections with penthos and akhos"
"urn:cts:greekLit:tlg0012.tlg001:9.9","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_339","references","analysis of the representation of the Trojans’ kratos/Hektor’s onslaught in terms of violent storm winds, and connections with penthos and akhos"
"urn:cts:greekLit:tlg0012.tlg001:9.4","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_340","reference","analysis of the epithet ikhthuoeis of pontos as indicative of its dangers"
"urn:cts:greekLit:tlg0012.tlg001:9.76-9.77","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_335","reference in the list of passages where the threat of fire to Achaeans from the Trojans is formalized in the theme of “Hektor will burn the ships of the Achaeans”","analysis of the translation of the Will of Zeus into the fire of Hektor’s onslaught against the Achaean ships"
"urn:cts:greekLit:tlg0012.tlg001:9.104-9.108","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_51","reference","comment on the use of noeō in contexts of “taking the initiative”"
"urn:cts:greekLit:tlg0012.tlg001:9.120-9.158","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_51","reference","analysis of Odysseus’ delivering Agamemnon’s terms to Achilles, putting at risk of Achilles’ heroic stature in the Iliad"
"urn:cts:greekLit:tlg0012.tlg001:9.129","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_140-s_141","reference","in a list of the Iliad’s references to epic traditions about expeditions to other places (than Troy), here Lesbos, and their stressing Achilles’ heroic preeminence"
"urn:cts:greekLit:tlg0012.tlg001:9.160-9.161","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_52","reference","analysis of Odysseus’ delivering Agamemnon’s terms to Achilles, putting at risk of Achilles’ heroic stature in the Iliad"
"urn:cts:greekLit:tlg0012.tlg001:9.167-9.170","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_50","quoted and translated and reference","analysis of the change of leader from Phoinix to Odysseus and the dual verb (I.09.192) in the passage on the embassy to Achilles"
"urn:cts:greekLit:tlg0012.tlg001:9.179-9.181","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_51","quoted and translated","analysis of the self-assertion of Odysseus as a part of the embassy, and Nestor’s stressing his role in it"
"urn:cts:greekLit:tlg0012.tlg001:9.192","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_50","quoted and translated and reference","analysis of the change of leader from Phoinix to Odysseus and the dual (I.09.192) in the passage on the embassy to Achilles"
"urn:cts:greekLit:tlg0012.tlg001:9.192","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_53","reference","analysis of the reference of the dual (Ajax and Phoinix)"
"urn:cts:greekLit:tlg0012.tlg001:9.192","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_55","reference","analysis of the reference of the dual (Ajax and Phoinix)"
"urn:cts:greekLit:tlg0012.tlg001:9.193-9.198","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_52-s_57","quoted and translated (p. 52), references","analysis of the duals and philtatoi (vs. ekhthros, I.09.312-313) in Achilles’ greeting to the embassy"
"urn:cts:greekLit:tlg0012.tlg001:9.193-9.198","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_106","reference","analysis of who is most philos to Achilles"
"urn:cts:greekLit:tlg0012.tlg001:9.204","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_106","reference","analysis of who is most philos to Achilles"
"urn:cts:greekLit:tlg0012.tlg001:9.219-9.220","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_56","reference","comparison of the conflict between Achilles and Odysseus in the Iliad and O.08.072-082, regarding dais"
"urn:cts:greekLit:tlg0012.tlg001:9.223","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_51","quoted and translated","analysis of the self-assertion of Odysseus as a part of the embassy"
"urn:cts:greekLit:tlg0012.tlg001:9.225-9.230","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_56","quoted and translated","comparison of the conflict between Achilles and Odysseus in the Iliad and O.08.072-082, regarding dais"
"urn:cts:greekLit:tlg0012.tlg001:9.225-9.230","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_133","225-228 quoted and translated","analysis of the insistent allusions to the divergence from the theme of dais in I.01 (lack of dais there)"
"urn:cts:greekLit:tlg0012.tlg001:9.225-9.306","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_51","reference","analysis of the self-assertion of Odysseus as a part of the embassy (order of the speeches)"
"urn:cts:greekLit:tlg0012.tlg001:9.229","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_57","reference","comparison of the conflict between Achilles and Odysseus in the Iliad and O.08.072-082, regarding it being an omen of Troy’s destruction, but preceded by pēma"
"urn:cts:greekLit:tlg0012.tlg001:9.241-9.242","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_335","reference in the list of passages where the threat of fire to Achaeans from the Trojans is formalized in the theme of “Hektor will burn the ships of the Achaeans”","analysis of the translation of the Will of Zeus into the fire of Hektor’s onslaught against the Achaean ships"
"urn:cts:greekLit:tlg0012.tlg001:9.249-9.250","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_80","quoted and translated","analysis of Achilles as a man of constant sorrow (from Agamemnon’s taking away of Briseis onwards), contrasted with Demeter whose mēnis and akhos cease at the same time"
"urn:cts:greekLit:tlg0012.tlg001:9.249-9.250","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_88","quoted and translated","comment on the function of akos as the converse of akhos in the context of analyzing althos/Althaiē as a thematic converse of akhos/Akhaiā"
"urn:cts:greekLit:tlg0012.tlg001:9.256","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_106","reference","analysis of who is most philos to Achilles"
"urn:cts:greekLit:tlg0012.tlg001:9.260","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_104","quoted and translated","comparison of Achilles and Meleager (with regard to their anger)"
"urn:cts:greekLit:tlg0012.tlg001:9.260-9.299","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_51","reference","analysis of Odysseus’ delivering Agamemnon’s terms to Achilles, putting at risk of Achilles’ heroic stature in the Iliad"
"urn:cts:greekLit:tlg0012.tlg001:9.271","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_140-s_141","reference","in a list of the Iliad’s references to epic traditions about expeditions to other places (than Troy), here Lesbos, and their stressing Achilles’ heroic preeminence"
"urn:cts:greekLit:tlg0012.tlg001:9.308-9.311","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_52","reference","Achilles’ rejection of Odysseus’ speech"
"urn:cts:greekLit:tlg0012.tlg001:9.312-9.313","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_52-s_53","quoted and translated, references","analysis of Achilles’s suspicion at Odysseus’ speech, ekhthros (vs. duals in I.09.193-198)"
"urn:cts:greekLit:tlg0012.tlg001:9.312-9.313","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_58","reference","Achilles’ ad hoc definition of ekhthros that fits Odysseus, and argument for a traditional enmity between the two"
"urn:cts:greekLit:tlg0012.tlg001:9.314-9.429","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_52","reference","Achilles’ rejection of Odysseus’ speech"
"urn:cts:greekLit:tlg0012.tlg001:9.340-9.343","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_107-s_108","quoted and translated","Briseis’ being philē to Achilles, and his contrast of that with the Atreidai and their wives (specifically, Helen)"
"urn:cts:greekLit:tlg0012.tlg001:9.346","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_263","references","analysis of the passage about Thersites and blame poetry (here, regarding ekhthistos) and list of words indicating blame as a foil for Epos (in the passage about Thersites), here neikos"
"urn:cts:greekLit:tlg0012.tlg001:9.346-9.352","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_46-s_48","quoted and translated, references","analysis of the conflict between Odysseus and Achilles, and specifically, the dispute over might against artifice (biē and mētis), and the dispute between them as secondary and marginal in contrast to Achilles’ dispute with Agamemnon in the Iliad"
"urn:cts:greekLit:tlg0012.tlg001:9.347","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_24","reference","analysis of Calhoun, Marg, and Rüter’s arguments about the interconnections of Demodokos’ song of Achilles’ and Odysseus’ dispute in O.08 and I.01 and I.09"
"urn:cts:greekLit:tlg0012.tlg001:9.347","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_335","reference in the list of passages where the threat of fire to Achaeans from the Trojans is formalized in the theme of “Hektor will burn the ships of the Achaeans”","analysis of the translation of the Will of Zeus into the fire of Hektor’s onslaught against the Achaean ships"
"urn:cts:greekLit:tlg0012.tlg001:9.359-9.363","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_343","reference","analysis of the connection of Achilles with the Hellespont"
"urn:cts:greekLit:tlg0012.tlg001:9.360","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_340","reference","analysis of the epithet ikhthuoeis of pontos (here, of the Hellespont) as indicative of its dangers"
"urn:cts:greekLit:tlg0012.tlg001:9.404-9.407","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_57","404-405 quoted and translated","comparison of the conflict between Achilles and Odysseus in the Iliad and O.08.072-082, regarding references to Delphi"
"urn:cts:greekLit:tlg0012.tlg001:9.404-9.407","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_122","quoted and translated","analysis of the theme of plundering Delphi common to Pyrrhos, Phlegyas, and (indirectly to) Achilles"
"urn:cts:greekLit:tlg0012.tlg001:9.410-9.416","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_135","references","analysis of the stylized imagery traditionally connected with the theme of a champion’s portion for Achilles, here regarding kēres and Achilles’ two possible courses of epic action (nostos or kleos)"
"urn:cts:greekLit:tlg0012.tlg001:9.411","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_135","references","analysis of the stylized imagery traditionally connected with the theme of a champion’s portion for Achilles, here regarding kēres and Achilles’ two possible courses of epic action (nostos or kleos)"
"urn:cts:greekLit:tlg0012.tlg001:9.412-9.413","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_29","413 quoted and translated","the Iliad as Achilles’ kleos (vs. nostos), in the context of analyzing Hektor’s challenge to the best of the Achaeans to fight him in I.07"
"urn:cts:greekLit:tlg0012.tlg001:9.412-9.413","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_35","413 quoted and translated","comparison of Achilles’ words in this verse with his speech in O.11.489-491 and Odysseus as the best of the Achaeans in the Odyssey"
"urn:cts:greekLit:tlg0012.tlg001:9.412-9.413","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_39","reference (v. 413)","contrast between Achilles who won kleos but lost nostos with Odysseus who won both and Odysseus as the best of the Achaeans in the Odyssey"
"urn:cts:greekLit:tlg0012.tlg001:9.412-9.413","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_95","reference (v. 413)","analysis of the traditional relationship of penthos with kleos, and their epithets alaston and aphthiton, respectively"
"urn:cts:greekLit:tlg0012.tlg001:9.412-9.413","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_102","reference","interconnections of akhos/penthos and kleos for Achilles, and his choices of nostos or kleos"
"urn:cts:greekLit:tlg0012.tlg001:9.412-9.413","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_111","reference (v. 413)","comparison of Meleager and Achilles in terms of grief (and Kleo-patrē/Patro-kleēs) leading to their kleos"
"urn:cts:greekLit:tlg0012.tlg001:9.412-9.413","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_119","reference (v. 413)","comparison of aphthitos timē and kleos as the compensations for death for Demophon and Achilles, respectively"
"urn:cts:greekLit:tlg0012.tlg001:9.412-9.413","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_175-s_176","references","analysis of the diction of the theme of immortality (a-phthi-) and comparison of this passage with Pindar I.8.56-60 (also, regarding esthlos)"
"urn:cts:greekLit:tlg0012.tlg001:9.412-9.413","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_184-s_185","references","analysis of the epithet aphthito-, its indication of immortality in the form of a cultural institution that is predicated on the natural process of death for Achilles (and Demophon), and Achilles’ kleos aphthiton contrasted with his returning home to Phthiē, and the meaning of the latter"
"urn:cts:greekLit:tlg0012.tlg001:9.414-9.416","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_102","reference","interconnections of akhos/penthos and kleos for Achilles, and his choices of nostos or kleos"
"urn:cts:greekLit:tlg0012.tlg001:9.414-9.416","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_175-s_176","references","analysis of the diction of the theme of immortality (a-phthi-) and comparison of this passage with Pindar I.8.56-60 (also, regarding esthlos)"
"urn:cts:greekLit:tlg0012.tlg001:9.414-9.416","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_185","references","analysis of the epithet aphthito-, its indication of immortality in the form of a cultural institution that is predicated on the natural process of death for Achilles (and Demophon), and Achilles’ kleos aphthiton contrasted with his returning home to Phthiē, and the meaning of the latter"
"urn:cts:greekLit:tlg0012.tlg001:9.421-9.422","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_55","quoted and translated","analysis of the designations of the pairs Ajax-Phoinix – in dual – and Ajax-Odysseus – in plural – in the embassy scene"
"urn:cts:greekLit:tlg0012.tlg001:9.423-9.426","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_48","quoted and translated","analysis of the conflict between Achilles and Odysseus, and here specifically the dispute over biē against mētis"
"urn:cts:greekLit:tlg0012.tlg001:9.427","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_55","quoting part of the verse","analysis of the designations of the pairs Ajax-Phoinix – in dual – and Ajax-Odysseus – in plural – in the embassy scene"
"urn:cts:greekLit:tlg0012.tlg001:9.434-9.605","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_51","reference","analysis of the self-assertion of Odysseus as a part of the embassy (order of the speeches)"
"urn:cts:greekLit:tlg0012.tlg001:9.435-9.436","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_335","reference in the list of passages where the threat of fire to Achaeans from the Trojans is formalized in the theme of “Hektor will burn the ships of the Achaeans”","analysis of the translation of the Will of Zeus into the fire of Hektor’s onslaught against the Achaean ships"
"urn:cts:greekLit:tlg0012.tlg001:9.513-9.514","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_110","quoted and translated","analysis of Achilles’ characterization by utter inflexibility and savageness, and comparison with the scene on his Shield"
"urn:cts:greekLit:tlg0012.tlg001:9.520","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_57","reference","comparison of the conflict between Achilles and Odysseus in the Iliad and O.08.072-082, regarding who are designated as aristoi and philoi and the applicability of these to the three emissaries"
"urn:cts:greekLit:tlg0012.tlg001:9.522","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_57","reference","comparison of the conflict between Achilles and Odysseus in the Iliad and O.08.072-082, regarding who are designated as aristoi and philoi and the applicability of these to the three emissaries"
"urn:cts:greekLit:tlg0012.tlg001:9.522","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_105","reference","analysis of the rankings in Meleager’s “ascending scale of affection” and its applicability to Achilles’ situation, here Phoinix’s understanding of who are most philoi to Achilles"
"urn:cts:greekLit:tlg0012.tlg001:9.524-9.525","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_103-s_104","quoted and translated","comment on the verses/klea andrōn hērōōn introducing Phoinix’s story to Achilles in the context of analyzing the semantics of the name Patroklos/Patrokleēs"
"urn:cts:greekLit:tlg0012.tlg001:9.524-9.525","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_111","reference","comparison of the roles of Patroklos and Kleopatre towards Achilles and Meleager, respectively, regarding grief (both personal and collective) leading to epic deeds, and comparison with the lamentation of Andromache for Hektor (I.24.725-745)"
"urn:cts:greekLit:tlg0012.tlg001:9.524-9.525","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_115","quoting part of the verses","proposing that klea andrōn hērōōn represents the evolution of Greek epic from earlier “stories about ancestors” as represented by the names Kleo-patrē/Patrokleēs"
"urn:cts:greekLit:tlg0012.tlg001:9.528","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_106","reference","analysis of the rankings in Meleager’s “ascending scale of affection” and its applicability to Achilles’ situation, here the story’s leading Achilles first towards the individual philos, Patroklos"
"urn:cts:greekLit:tlg0012.tlg001:9.528","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_238","reference","comment on Phoinix’s Meleager story as qualifying as parainesis"
"urn:cts:greekLit:tlg0012.tlg001:9.533-9.537","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_104","reference","comparison of Achilles and Meleager with regard to their anger, and their angers preceded by the anger of Apollo and Artemis, respectively"
"urn:cts:greekLit:tlg0012.tlg001:9.533-9.537","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_132","reference","comment on the parallel between the loss of timē by Achilles in I.01 and Artemis’ being deprived of her share in a sacrifice, which qualifies as a dais in the Meleager story (Motto and Clark)"
"urn:cts:greekLit:tlg0012.tlg001:9.553","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_104","reference","comparison of Achilles and Meleager with regard to their anger, and their angers preceded by the anger of Apollo and Artemis, respectively"
"urn:cts:greekLit:tlg0012.tlg001:9.556","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_105","reference","analysis of the rankings in Meleager’s “ascending scale of affection” and its applicability to Achilles’ situation, here the names of Kleo-patrē and Patro-kleēs conveying the same epic theme"
