"I.22.466-471","HPC 246","references","analysis of the eroticizing of the image of Andromache lamenting, in the context of the analysis of Briseis, Andromache and Chryseis as Aeolian choral personalities"
"I.22.470-471","HPC 249","reference","analysis of the linking of Andromache to Aphrodite when she performs as the prima donna of the choral ensemble of the Trojan women, in the context of the analysis of Briseis and Andromache as Aeolian choral personalities"
"I.22.473-514","HPC 246","references","analysis of the eroticizing of the image of Andromache lamenting, in the context of the analysis of Briseis, Andromache and Chryseis as Aeolian choral personalities"
"I.22.477-514","HPC 247","reference","analysis of the antiphonal singing of Andromache as the soloist and the chorus of Trojan women, in the context of the analysis of Briseis, Andromache and Chryseis as Aeolian choral personalities"
"I.22.500","HPC 204","reference","contrasting of the narrative in the Iliad with Aeolian, Ionian and Dorian versions, here regarding the death/survival of Astyanax/Scamandrius"
"I.22.506","HPC 204","reference","contrasting of the narrative in the Iliad with Aeolian, Ionian and Dorian versions, here regarding the death/survival of Astyanax/Scamandrius"
"I.22.515","HPC 247","quoted and translated","analysis of the antiphonal singing of Andromache as the soloist and the chorus of Trojan women, in the context of the analysis of Briseis, Andromache and Chryseis as Aeolian choral personalities"
"I.23.083-084","HPC 150","reference","Iliadic reference to the tomb of Achilles and Patroklos, in the context of the analysis of the Aeolian and Athenian rival sites for the tomb, Akhilleion and Sigeion"
"I.23.083-084","HPC 173","reference","analysis of correlation of Achilles’ dragging Hector’s body behind his chariot with apobatic contest represented in the vase painting on the Boston Hydria, here specifically the representation of the tomb"
"I.23.083-084","HPC 181","reference","analysis of the identification of the tomb of Achilles and Patroklos as mentioned in the Iliad with a tumulus northeast of Sigeion (Athenian version of the tomb of Achilles)"
"I.23.091-092","HPC 150","reference","Iliadic reference to the tomb of Achilles and Patroklos, in the context of the analysis of the Aeolian and Athenian rival sites for the tomb, Akhilleion and Sigeion"
"I.23.091-092","HPC 173","reference","analysis of correlation of Achilles’ dragging Hector’s body behind his chariot with apobatic contest represented in the vase painting on the Boston Hydria, here specifically the representation of the tomb"
"I.23.091-092","HPC 181","reference","analysis of the identification of the tomb of Achilles and Patroklos as mentioned in the Iliad with a tumulus northeast of Sigeion (Athenian version of the tomb of Achilles)"
"I.23.110-124","HPC 150","reference","Iliadic reference to the tomb of Achilles and Patroklos, in the context of the analysis of the Aeolian and Athenian rival sites for the tomb, Akhilleion and Sigeion"
"I.23.125","HPC 166","reference","Iliadic reference to the tomb of Achilles and Patroklos, in the context of the analysis of the Aeolian and Athenian rival sites for the tomb, Akhilleion and Sigeion"
"I.23.125-126","HPC 150","quoted and translated","Iliadic reference to the tomb of Achilles and Patroklos, in the context of the analysis of the Aeolian and Athenian rival sites for the tomb, Akhilleion and Sigeion"
"I.23.125-126","HPC 166","reference","Iliadic reference to the tomb of Achilles and Patroklos, in the context of the analysis of the Aeolian and Athenian rival sites for the tomb, Akhilleion and Sigeion"
"I.23.125-126","HPC 181","reference","analysis of the identification of the tomb of Achilles and Patroklos as mentioned in the Iliad with a tumulus northeast of Sigeion (Athenian version of the tomb of Achilles)"
"I.23.126","HPC 166","reference","Iliadic reference to the tomb of Achilles and Patroklos, in the context of the analysis of the Aeolian and Athenian rival sites for the tomb, Akhilleion and Sigeion"
"I.23.138-151","HPC 165","reference","Iliadic reference to the tomb of Achilles and Patroklos, in the context of the analysis of the Aeolian and Athenian rival sites for the tomb, Akhilleion and Sigeion"
"I.23.143","HPC 166","reference","Iliadic reference to the tomb of Achilles and Patroklos, in the context of the analysis of the Aeolian and Athenian rival sites for the tomb, Akhilleion and Sigeion"
"I.23.192-230","HPC 166","reference","Iliadic reference to the tomb of Achilles and Patroklos, in the context of the analysis of the Aeolian and Athenian rival sites for the tomb, Akhilleion and Sigeion"
"I.23.245-248","HPC 150","quoted and translated","Iliadic reference to the tomb of Achilles and Patroklos, in the context of the analysis of the Aeolian and Athenian rival sites for the tomb, Akhilleion and Sigeion"
"I.23.245-248","HPC 173","reference","analysis of correlation of Achilles’ dragging Hector’s body behind his chariot with apobatic contest represented in the vase painting on the Boston Hydria, here specifically the representation of the tomb"
"I.23.245-248","HPC 181","reference","analysis of the identification of the tomb of Achilles and Patroklos as mentioned in the Iliad with a tumulus northeast of Sigeion (Athenian version of the tomb of Achilles)"
"I.23.340","HPC 255","reference","analysis of the metaphorical use of kuklos in the sense ‘chariot wheel’ and the epic Cycle as the sum total of Homeric poetry, in the context of analyzing the meaning of Homēros"
"I.24.014-018","HPC 173","reference","analysis of correlation of Achilles’ dragging Hector’s body behind his chariot with apobatic contest represented in the vase painting on the Boston Hydria, here specifically the representation of the tomb"
"I.24.014-022","HPC 172","reference","analysis of correlation of Achilles’ dragging Hector’s body behind his chariot with apobatic contest represented in the vase painting on the Boston Hydria"
"I.24.018-076","HPC 173","references","analysis of correlation of Achilles’ dragging Hector’s body behind his chariot with apobatic contest represented in the vase painting on the Boston Hydria, here specifically the intervention of the gods"
"I.24.143-158","HPC 174","reference","analysis of correlation of Achilles’ dragging Hector’s body behind his chariot with apobatic contest represented in the vase painting on the Boston Hydria, here specifically the intervention of the gods"
"I.24.349-351","HPC 164n56","reference","analysis of the topography of the plain of Troy and the movements across Scamander, here with reference to Cuillandre 1944"
"I.24.735","HPC 204","reference","contrasting of the narrative in the Iliad with Aeolian, Ionian and Dorian versions, here regarding the death/survival of Astyanax/Scamandrius"
"I.24.735b","HPC 204","reference to scholia T for the verse","contrasting of the narrative in the Iliad with Aeolian, Ionian and Dorian versions, here regarding the death/survival of Astyanax/Scamandrius"
"I.24.776","HPC 247n78","reference","comment on the antiphonal response to Helen’s lament as performed not by a stylized chorus of women but the whole dēmos of Trojans (in the context of the analysis of Briseis, Andromache and Chryseis as Aeolian choral personalities)"
"I.24.804","HPC 277","reference","comment on hippodamoi used here as regularly of the Trojans, but in singular only of Hector (here, also the last word of the Iliad), in the context of the analysis of the narration woven into the diplax of Helen and its links to that of Andromache and the overall narration of the Homeric Iliad"
